pos_x,pos_y,hit_time,type_note,end_time
550,0,21407,1,21407
700,0,21574,1,21574
400,0,21741,1,21741
550,0,21741,1,21741
700,0,22074,1,22074
850,0,22074,1,22074
550,0,22241,1,22241
400,0,22407,1,22407
700,0,22574,1,22574
550,0,22741,1,22741
850,0,22741,1,22741
400,0,22907,1,22907
700,0,23074,1,23074
400,0,23407,1,23407
550,0,23407,1,23407
700,0,23574,1,23574
850,0,23741,1,23741
550,0,23907,1,23907
400,0,24074,1,24074
700,0,24074,1,24074
850,0,24241,1,24241
550,0,24407,128,24741
700,0,24741,1,24741
850,0,24741,1,24741
400,0,24907,1,24907
550,0,25074,1,25074
850,0,25241,1,25241
400,0,25407,1,25407
700,0,25407,1,25407
550,0,25574,1,25574
850,0,25741,128,26074
400,0,26074,1,26074
550,0,26074,1,26074
700,0,26241,1,26241
400,0,26407,1,26407
550,0,26491,1,26491
700,0,26574,1,26574
550,0,26741,1,26741
850,0,26741,1,26741
400,0,27074,128,27241
700,0,27241,128,27407
550,0,27407,128,27574
850,0,27574,128,27741
400,0,27741,128,27907
700,0,27907,128,28074
550,0,28074,128,28241
850,0,28241,128,28407
400,0,28407,128,28574
700,0,28574,128,28741
550,0,28741,128,28907
850,0,28907,128,29074
400,0,29074,128,29241
700,0,29241,1,29241
550,0,29407,1,29407
700,0,29491,1,29491
850,0,29574,1,29574
400,0,29741,128,30074
550,0,29741,1,29741
700,0,30074,1,30074
850,0,30074,1,30074
550,0,30241,1,30241
400,0,30407,1,30407
700,0,30574,1,30574
400,0,30741,1,30741
550,0,30741,1,30741
850,0,30907,1,30907
700,0,31074,128,31407
400,0,31407,1,31407
550,0,31407,1,31407
850,0,31574,1,31574
400,0,31741,1,31741
550,0,31824,1,31824
700,0,31907,1,31907
850,0,31991,1,31991
400,0,32074,1,32074
700,0,32407,1,32407
850,0,32407,1,32407
550,0,32574,1,32574
400,0,32741,1,32741
700,0,32907,1,32907
850,0,32907,1,32907
550,0,33074,1,33074
400,0,33241,1,33241
700,0,33407,1,33407
850,0,33407,1,33407
550,0,33574,1,33574
400,0,33741,1,33741
700,0,33741,1,33741
850,0,33907,1,33907
550,0,34074,1,34074
400,0,34241,1,34241
700,0,34241,1,34241
850,0,34407,1,34407
550,0,34574,1,34574
850,0,34741,1,34741
700,0,34824,1,34824
550,0,34907,1,34907
400,0,34991,1,34991
700,0,35074,1,35074
850,0,35074,128,35407
400,0,35407,1,35407
550,0,35407,1,35407
700,0,35574,1,35574
850,0,35741,1,35741
550,0,35907,1,35907
400,0,36074,1,36074
850,0,36074,1,36074
700,0,36407,128,36741
400,0,36741,1,36741
550,0,36741,1,36741
850,0,37074,1,37074
700,0,37157,1,37157
550,0,37241,1,37241
400,0,37324,1,37324
700,0,37407,1,37407
400,0,37741,1,37741
550,0,37741,1,37741
700,0,37907,1,37907
850,0,38074,1,38074
400,0,38241,1,38241
550,0,38241,1,38241
700,0,38407,1,38407
850,0,38574,1,38574
400,0,38741,1,38741
550,0,38741,1,38741
700,0,38907,1,38907
550,0,39074,1,39074
850,0,39074,1,39074
400,0,39241,1,39241
700,0,39407,1,39407
550,0,39574,1,39574
850,0,39574,1,39574
400,0,39741,1,39741
700,0,39907,1,39907
400,0,40074,1,40074
550,0,40157,1,40157
700,0,40241,1,40241
850,0,40324,1,40324
400,0,40407,128,40741
550,0,40407,1,40407
700,0,40741,1,40741
850,0,40741,1,40741
550,0,40907,1,40907
400,0,41074,1,41074
700,0,41241,1,41241
400,0,41407,1,41407
850,0,41407,1,41407
550,0,41741,128,42074
700,0,42074,1,42074
850,0,42074,1,42074
400,0,42407,1,42407
550,0,42491,1,42491
700,0,42574,1,42574
850,0,42657,1,42657
400,0,42741,1,42741
700,0,42907,1,42907
400,0,43074,128,44407
550,0,43074,1,43074
550,0,44407,1,44407
850,0,44407,1,44407
700,0,45074,128,45407
400,0,45407,128,45741
550,0,45741,1,45741
850,0,45741,1,45741
700,0,45907,1,45907
400,0,46074,1,46074
550,0,46074,1,46074
850,0,46241,1,46241
400,0,46407,1,46407
700,0,46574,1,46574
400,0,46741,1,46741
550,0,46741,1,46741
850,0,46907,1,46907
550,0,47074,1,47074
700,0,47241,1,47241
400,0,47407,1,47407
850,0,47407,1,47407
700,0,47741,1,47741
550,0,47907,1,47907
400,0,48074,1,48074
850,0,48074,1,48074
700,0,48407,1,48407
550,0,48574,1,48574
400,0,48741,1,48741
700,0,48741,1,48741
550,0,49074,1,49074
700,0,49241,1,49241
550,0,49407,1,49407
850,0,49407,1,49407
400,0,49741,1,49741
550,0,49907,1,49907
700,0,50074,1,50074
850,0,50074,1,50074
850,0,50407,1,50407
700,0,50491,1,50491
550,0,50574,1,50574
400,0,50741,1,50741
550,0,50824,1,50824
700,0,50907,1,50907
400,0,51074,1,51074
550,0,51074,1,51074
700,0,51407,1,51407
850,0,51407,1,51407
550,0,51741,1,51741
700,0,51907,1,51907
550,0,52074,1,52074
850,0,52074,1,52074
700,0,52407,1,52407
550,0,52574,1,52574
400,0,52741,1,52741
700,0,52741,1,52741
850,0,53074,1,53074
700,0,53241,1,53241
400,0,53407,1,53407
550,0,53407,1,53407
700,0,53741,1,53741
850,0,53741,1,53741
550,0,53907,1,53907
400,0,54074,1,54074
850,0,54074,1,54074
550,0,54407,1,54407
700,0,54574,1,54574
400,0,54741,1,54741
850,0,54741,1,54741
700,0,55074,128,55241
550,0,55241,128,55407
850,0,55407,128,55574
400,0,55574,128,55741
850,0,55741,1,55741
700,0,55824,1,55824
550,0,55907,1,55907
400,0,56074,1,56074
550,0,56157,1,56157
700,0,56241,1,56241
400,0,56407,1,56407
850,0,56407,1,56407
550,0,56574,1,56574
700,0,56741,1,56741
850,0,56741,1,56741
400,0,56907,1,56907
700,0,57074,1,57074
550,0,57241,1,57241
700,0,57407,1,57407
850,0,57407,1,57407
400,0,57574,1,57574
850,0,57741,1,57741
550,0,57907,1,57907
400,0,58074,1,58074
700,0,58074,1,58074
550,0,58407,1,58407
700,0,58574,1,58574
400,0,58741,1,58741
850,0,58741,1,58741
550,0,59074,1,59074
700,0,59241,1,59241
550,0,59407,1,59407
850,0,59407,1,59407
700,0,59741,1,59741
550,0,59907,1,59907
400,0,60074,1,60074
700,0,60074,1,60074
850,0,60407,1,60407
700,0,60574,1,60574
400,0,60741,1,60741
550,0,60741,1,60741
850,0,61074,1,61074
400,0,61241,1,61241
850,0,61407,1,61407
700,0,61491,1,61491
550,0,61574,1,61574
400,0,61657,1,61657
700,0,61741,1,61741
850,0,61741,1,61741
400,0,62074,1,62074
550,0,62074,1,62074
700,0,62407,1,62407
550,0,62574,1,62574
400,0,62741,1,62741
700,0,62741,1,62741
550,0,63074,1,63074
700,0,63241,1,63241
550,0,63407,1,63407
850,0,63407,1,63407
400,0,63741,1,63741
550,0,63907,1,63907
700,0,64074,1,64074
850,0,64074,1,64074
400,0,64407,1,64407
550,0,64407,1,64407
700,0,64574,1,64574
400,0,64741,1,64741
850,0,64741,1,64741
700,0,65074,1,65074
550,0,65241,1,65241
400,0,65407,1,65407
850,0,65407,1,65407
550,0,65741,1,65741
700,0,65907,1,65907
400,0,66074,1,66074
850,0,66074,1,66074
550,0,66407,1,66407
700,0,66491,1,66491
850,0,66574,1,66574
400,0,66741,1,66741
550,0,66824,1,66824
700,0,66907,1,66907
400,0,67074,128,68407
550,0,67074,1,67074
700,0,68407,1,68407
850,0,68407,1,68407
400,0,69741,128,70074
550,0,69741,1,69741
700,0,70074,1,70074
850,0,70074,1,70074
550,0,70241,1,70241
400,0,70407,1,70407
850,0,70574,1,70574
400,0,70741,1,70741
700,0,70741,1,70741
550,0,70907,1,70907
850,0,71074,128,71407
400,0,71407,1,71407
550,0,71407,1,71407
700,0,71574,1,71574
850,0,71741,1,71741
400,0,71907,1,71907
550,0,72074,1,72074
850,0,72074,1,72074
700,0,72241,1,72241
550,0,72407,128,72741
700,0,72741,1,72741
850,0,72741,1,72741
400,0,72907,1,72907
550,0,73074,1,73074
700,0,73241,1,73241
400,0,73407,1,73407
850,0,73407,1,73407
550,0,73574,1,73574
700,0,73741,128,74074
400,0,74074,1,74074
550,0,74074,1,74074
850,0,74241,1,74241
700,0,74407,1,74407
550,0,74574,1,74574
400,0,74741,1,74741
850,0,74741,1,74741
700,0,74907,1,74907
400,0,75074,1,75074
550,0,75074,128,75407
700,0,75407,1,75407
850,0,75407,1,75407
400,0,75574,1,75574
550,0,75741,1,75741
850,0,75907,1,75907
400,0,76074,1,76074
700,0,76074,1,76074
550,0,76241,1,76241
700,0,76407,128,76741
400,0,76741,1,76741
550,0,76741,1,76741
850,0,76907,1,76907
700,0,77074,1,77074
400,0,77241,1,77241
550,0,77407,1,77407
850,0,77407,1,77407
700,0,77574,1,77574
400,0,77741,128,78074
700,0,78074,1,78074
850,0,78074,1,78074
550,0,78241,1,78241
400,0,78407,1,78407
700,0,78574,1,78574
400,0,78741,1,78741
850,0,78741,1,78741
700,0,79074,128,79241
550,0,79241,128,79407
850,0,79407,128,79574
400,0,79574,128,79741
550,0,79741,1,79741
700,0,79824,1,79824
850,0,79907,1,79907
700,0,80074,1,80074
550,0,80157,1,80157
400,0,80241,1,80241
700,0,80407,128,80662
850,0,80407,1,80407
550,0,80662,128,80918
700,0,80918,1,80918
400,0,81088,128,81352
850,0,81352,128,81617
700,0,81617,1,81617
400,0,81793,128,82050
850,0,82050,128,82307
400,0,82307,1,82307
550,0,82478,128,82744
700,0,82744,128,83010
850,0,83010,128,87803
400,0,87803,128,88158
