pos_x,pos_y,hit_time,type_note,end_time
400,0,31312,1,31312
700,0,31612,1,31612
850,0,31612,1,31612
700,0,32012,5,32012
550,0,32012,1,32012
850,0,32312,1,32312
700,0,32612,1,32612
700,0,32912,1,32912
550,0,33212,1,33212
400,0,33412,1,33412
550,0,33612,1,33612
850,0,33612,1,33612
700,0,33912,1,33912
850,0,34212,1,34212
700,0,34512,1,34512
550,0,34812,1,34812
400,0,35012,1,35012
550,0,35212,1,35212
700,0,35212,1,35212
850,0,35512,1,35512
400,0,35812,1,35812
700,0,36112,1,36112
550,0,36412,1,36412
550,0,36612,1,36612
550,0,36812,1,36812
850,0,36812,1,36812
400,0,37112,1,37112
550,0,37412,1,37412
700,0,37712,1,37712
850,0,37712,1,37712
550,0,38012,1,38012
400,0,38012,1,38012
550,0,38412,5,38412
700,0,38412,1,38412
400,0,38712,1,38712
850,0,39012,1,39012
550,0,39312,1,39312
700,0,39612,1,39612
850,0,39812,1,39812
400,0,40012,1,40012
700,0,40012,1,40012
550,0,40312,1,40312
400,0,40612,1,40612
550,0,40912,1,40912
700,0,41212,1,41212
850,0,41412,1,41412
550,0,41612,1,41612
700,0,41612,1,41612
400,0,41912,1,41912
850,0,42212,1,42212
550,0,42512,1,42512
700,0,42812,1,42812
850,0,43012,1,43012
400,0,43212,1,43212
700,0,43212,1,43212
850,0,43512,1,43512
700,0,43812,1,43812
550,0,44112,1,44112
400,0,44112,1,44112
700,0,44412,1,44412
850,0,44412,1,44412
400,0,44812,1,44812
700,0,44812,1,44812
550,0,45112,1,45112
700,0,45412,1,45412
850,0,45612,128,47612
400,0,45612,1,45612
700,0,46012,1,46012
400,0,46412,1,46412
700,0,46812,1,46812
550,0,47212,1,47212
400,0,47612,1,47612
550,0,47812,1,47812
700,0,48012,128,50412
850,0,48012,1,48012
550,0,48412,1,48412
400,0,48812,1,48812
550,0,49212,1,49212
850,0,49612,1,49612
550,0,50012,1,50012
400,0,50412,1,50412
550,0,50612,1,50612
700,0,50812,1,50812
850,0,51012,1,51012
400,0,51212,128,53612
700,0,51212,1,51212
550,0,51612,1,51612
700,0,52012,1,52012
850,0,52412,1,52412
700,0,52812,1,52812
550,0,53212,1,53212
850,0,53612,1,53612
550,0,54012,1,54012
400,0,54412,128,55612
700,0,54412,1,54412
850,0,54812,1,54812
550,0,55212,1,55212
850,0,55612,1,55612
700,0,55612,128,56012
400,0,56012,1,56012
550,0,56012,128,57612
850,0,56412,1,56412
700,0,56812,1,56812
400,0,57212,1,57212
700,0,57612,1,57612
400,0,57912,1,57912
700,0,58212,1,58212
850,0,58412,128,60412
550,0,58412,1,58412
400,0,58812,1,58812
550,0,59212,1,59212
700,0,59612,1,59612
400,0,60012,1,60012
700,0,60412,1,60412
550,0,60612,1,60612
400,0,60812,128,63212
850,0,60812,1,60812
700,0,61212,1,61212
550,0,61612,1,61612
850,0,62012,1,62012
700,0,62412,1,62412
550,0,62812,1,62812
850,0,63212,1,63212
700,0,63412,1,63412
550,0,63612,1,63612
400,0,63812,1,63812
850,0,64012,128,66412
550,0,64012,1,64012
400,0,64412,1,64412
550,0,64812,1,64812
700,0,65212,1,65212
400,0,65612,1,65612
550,0,66012,1,66012
700,0,66412,1,66412
550,0,66812,128,67212
850,0,66812,1,66812
400,0,67212,128,70412
700,0,67212,1,67212
850,0,67612,1,67612
700,0,68012,1,68012
550,0,68412,1,68412
850,0,68812,1,68812
700,0,69212,1,69212
550,0,69612,1,69612
700,0,70012,1,70012
850,0,70412,1,70412
550,0,70412,1,70412
700,0,70712,1,70712
550,0,71012,1,71012
400,0,71212,128,73212
850,0,71212,1,71212
700,0,71612,1,71612
550,0,72012,1,72012
850,0,72412,1,72412
700,0,72812,1,72812
550,0,73212,1,73212
700,0,73412,1,73412
850,0,73612,128,76012
400,0,73612,1,73612
550,0,74012,1,74012
700,0,74412,1,74412
400,0,74812,1,74812
550,0,75212,1,75212
700,0,75612,1,75612
400,0,76012,1,76012
550,0,76212,1,76212
700,0,76412,1,76412
850,0,76612,1,76612
400,0,76812,128,79212
700,0,76812,1,76812
550,0,77212,1,77212
700,0,77612,1,77612
850,0,78012,1,78012
550,0,78412,1,78412
700,0,78812,1,78812
850,0,79212,1,79212
700,0,79612,1,79612
400,0,80012,128,81212
550,0,80012,1,80012
850,0,80412,1,80412
700,0,80812,1,80812
850,0,81212,128,81612
550,0,81212,1,81212
700,0,81612,128,83212
400,0,81612,1,81612
550,0,82012,1,82012
850,0,82412,1,82412
550,0,82812,1,82812
400,0,83212,1,83212
550,0,83512,1,83512
700,0,83812,1,83812
850,0,84012,128,86012
400,0,84012,1,84012
550,0,84412,1,84412
700,0,84812,1,84812
400,0,85212,1,85212
550,0,85612,1,85612
700,0,86012,1,86012
550,0,86212,1,86212
400,0,86412,128,88812
850,0,86412,1,86412
700,0,86812,1,86812
550,0,87212,1,87212
850,0,87612,1,87612
700,0,88012,1,88012
550,0,88412,1,88412
850,0,88812,1,88812
700,0,89012,1,89012
550,0,89212,1,89212
400,0,89412,1,89412
850,0,89612,128,92012
700,0,89612,1,89612
550,0,90012,1,90012
400,0,90412,1,90412
700,0,90812,1,90812
550,0,91212,1,91212
400,0,91612,1,91612
700,0,92012,1,92012
550,0,92412,128,92812
850,0,92412,1,92412
400,0,92812,128,96012
700,0,92812,1,92812
850,0,93212,1,93212
700,0,93612,1,93612
550,0,94012,1,94012
850,0,94412,1,94412
700,0,94812,1,94812
850,0,95212,128,96012
700,0,96012,1,96012
550,0,96212,1,96212
850,0,96412,1,96412
550,0,96612,1,96612
700,0,96812,1,96812
550,0,97012,1,97012
400,0,97212,1,97212
700,0,97612,1,97612
550,0,97812,1,97812
400,0,98012,1,98012
700,0,98212,1,98212
400,0,98412,1,98412
850,0,99012,1,99012
400,0,99612,1,99612
550,0,100212,1,100212
550,0,100812,1,100812
700,0,101012,1,101012
400,0,101212,1,101212
850,0,101412,1,101412
550,0,101612,1,101612
700,0,101812,1,101812
850,0,102012,1,102012
700,0,102412,1,102412
400,0,102612,1,102612
400,0,102812,1,102812
550,0,103012,1,103012
400,0,103212,1,103212
700,0,103612,1,103612
550,0,104012,1,104012
400,0,104212,1,104212
550,0,104312,1,104312
700,0,104412,1,104412
850,0,104412,1,104412
700,0,105612,1,105612
550,0,105812,1,105812
850,0,106012,1,106012
550,0,106212,1,106212
700,0,106412,1,106412
550,0,106612,1,106612
400,0,106812,1,106812
550,0,107212,1,107212
700,0,107412,1,107412
550,0,107612,1,107612
700,0,107812,1,107812
850,0,108012,1,108012
400,0,108612,1,108612
550,0,109212,1,109212
700,0,109812,1,109812
550,0,110412,1,110412
700,0,110612,1,110612
400,0,110812,1,110812
700,0,111012,1,111012
550,0,111212,1,111212
700,0,111412,1,111412
850,0,111612,1,111612
550,0,112012,1,112012
700,0,112212,1,112212
550,0,112412,1,112412
700,0,112612,1,112612
850,0,112812,1,112812
550,0,113212,1,113212
400,0,113612,1,113612
850,0,113812,1,113812
700,0,113912,1,113912
550,0,114012,1,114012
400,0,114012,1,114012
400,0,115212,1,115212
850,0,115212,1,115212
700,0,115412,1,115412
850,0,115612,1,115612
550,0,115612,1,115612
700,0,115812,1,115812
400,0,116012,1,116012
550,0,116012,1,116012
700,0,116212,1,116212
400,0,116412,128,116612
550,0,116412,1,116412
700,0,116812,1,116812
850,0,116812,1,116812
550,0,117012,1,117012
850,0,117212,1,117212
700,0,117212,1,117212
550,0,117412,1,117412
850,0,117612,128,118212
700,0,117612,1,117612
400,0,118212,128,118812
550,0,118212,1,118212
700,0,118812,128,119412
850,0,118812,1,118812
850,0,119412,128,120012
550,0,119412,1,119412
400,0,120012,1,120012
700,0,120012,1,120012
550,0,120212,1,120212
850,0,120412,1,120412
400,0,120412,1,120412
700,0,120612,1,120612
550,0,120812,1,120812
400,0,120812,1,120812
700,0,121012,1,121012
550,0,121212,1,121212
400,0,121212,128,121412
850,0,121612,1,121612
700,0,121612,1,121612
550,0,121812,1,121812
700,0,122012,1,122012
850,0,122012,1,122012
550,0,122212,1,122212
850,0,122412,128,122812
700,0,122412,1,122412
550,0,122812,128,123212
400,0,122812,1,122812
850,0,123212,128,123412
400,0,123212,1,123212
700,0,123412,1,123412
550,0,123512,1,123512
400,0,123612,128,124812
850,0,123612,1,123612
700,0,124012,1,124012
550,0,124412,1,124412
700,0,124812,1,124812
850,0,124812,1,124812
550,0,125012,1,125012
400,0,125212,1,125212
850,0,125212,1,125212
550,0,125412,1,125412
400,0,125612,1,125612
700,0,125612,1,125612
550,0,125812,1,125812
850,0,126012,128,126212
700,0,126012,1,126012
400,0,126412,1,126412
550,0,126412,1,126412
700,0,126612,1,126612
400,0,126812,1,126812
550,0,126812,1,126812
700,0,127012,1,127012
400,0,127212,128,127812
550,0,127212,1,127212
850,0,127812,128,128412
700,0,127812,1,127812
550,0,128412,128,129012
400,0,128412,1,128412
700,0,129012,128,129612
850,0,129012,1,129012
550,0,129612,128,130212
400,0,129612,1,129612
850,0,130212,1,130212
700,0,130412,1,130412
550,0,130612,1,130612
400,0,130812,1,130812
850,0,130812,128,131212
550,0,131212,1,131212
700,0,131212,128,131612
400,0,131612,128,132012
850,0,131612,1,131612
850,0,132012,128,133212
700,0,132012,1,132012
550,0,132412,1,132412
400,0,132812,1,132812
700,0,133212,128,134412
550,0,133212,1,133212
400,0,133612,1,133612
550,0,134012,1,134012
850,0,134412,1,134412
400,0,134412,1,134412
550,0,134612,1,134612
400,0,134812,1,134812
700,0,134812,1,134812
550,0,135012,1,135012
850,0,135212,1,135212
700,0,135212,1,135212
550,0,135412,1,135412
850,0,135612,128,135812
700,0,135612,1,135612
550,0,136012,1,136012
400,0,136012,1,136012
700,0,136212,1,136212
400,0,136412,1,136412
550,0,136412,1,136412
700,0,136612,1,136612
400,0,136812,128,137412
550,0,136812,1,136812
850,0,137412,128,138012
700,0,137412,1,137412
550,0,138012,128,138612
400,0,138012,1,138012
400,0,138612,128,139212
700,0,138612,1,138612
850,0,139212,1,139212
550,0,139212,1,139212
700,0,139412,1,139412
400,0,139612,1,139612
850,0,139612,1,139612
550,0,139812,1,139812
700,0,140012,1,140012
850,0,140012,1,140012
550,0,140212,1,140212
850,0,140412,128,140612
700,0,140412,1,140412
400,0,140812,1,140812
550,0,140812,1,140812
700,0,141012,1,141012
550,0,141212,1,141212
400,0,141212,1,141212
700,0,141412,1,141412
400,0,141612,128,142012
550,0,141612,1,141612
700,0,142012,128,142412
850,0,142012,1,142012
400,0,142412,128,142612
850,0,142412,1,142412
550,0,142612,1,142612
700,0,142712,1,142712
850,0,142812,128,144012
400,0,142812,1,142812
550,0,143212,1,143212
700,0,143612,1,143612
550,0,144012,1,144012
400,0,144012,1,144012
700,0,144212,1,144212
850,0,144412,1,144412
400,0,144412,1,144412
700,0,144612,1,144612
850,0,144812,1,144812
550,0,144812,1,144812
700,0,145012,1,145012
400,0,145212,128,145412
550,0,145212,1,145212
850,0,145612,1,145612
700,0,145612,1,145612
550,0,145812,1,145812
850,0,146012,1,146012
700,0,146012,1,146012
550,0,146212,1,146212
850,0,146412,128,147012
700,0,146412,1,146412
400,0,147012,128,147612
550,0,147012,1,147012
700,0,147612,128,148212
850,0,147612,1,147612
550,0,148212,128,148812
400,0,148212,1,148212
700,0,148812,128,149412
850,0,148812,1,148812
400,0,149412,1,149412
550,0,149612,1,149612
700,0,149812,1,149812
400,0,150012,128,150412
850,0,150012,1,150012
550,0,150412,128,150812
700,0,150412,1,150412
850,0,150812,128,151212
400,0,150812,1,150812
400,0,151212,128,152412
550,0,151212,1,151212
700,0,151612,1,151612
850,0,152012,1,152012
550,0,152412,128,153612
700,0,152412,1,152412
850,0,152812,1,152812
700,0,153212,1,153212
