pos_x,pos_y,hit_time,type_note,end_time
800,0,40855,1,40855
200,0,41012,1,41012
600,0,41169,1,41169
400,0,41326,1,41326
800,0,41483,1,41483
200,0,41641,1,41641
600,0,41798,1,41798
400,0,41955,1,41955
800,0,42112,1,42112
200,0,42269,1,42269
600,0,42426,128,43211
800,0,43211,1,43211
200,0,43211,128,43839
600,0,43525,1,43525
800,0,43839,1,43839
400,0,44154,1,44154
600,0,44468,1,44468
200,0,44782,1,44782
800,0,45096,1,45096
400,0,45410,1,45410
800,0,45724,128,46353
200,0,46038,1,46038
600,0,46353,1,46353
400,0,46667,1,46667
800,0,46981,1,46981
400,0,47295,1,47295
800,0,47609,128,47923
200,0,47923,1,47923
400,0,48080,1,48080
800,0,48237,128,48866
600,0,48237,1,48237
200,0,48552,1,48552
600,0,48866,1,48866
200,0,49180,1,49180
800,0,49494,1,49494
400,0,49808,1,49808
600,0,50122,1,50122
200,0,50436,1,50436
800,0,50750,128,51379
400,0,51065,1,51065
200,0,51379,1,51379
600,0,51693,1,51693
200,0,52007,128,53264
800,0,52635,128,53264
600,0,53264,1,53264
400,0,53264,1,53264
800,0,53421,1,53421
200,0,53578,1,53578
800,0,53735,1,53735
400,0,53892,1,53892
800,0,54049,1,54049
200,0,54206,1,54206
600,0,54363,1,54363
200,0,54520,1,54520
800,0,54677,1,54677
400,0,54834,1,54834
800,0,54991,1,54991
200,0,55148,1,55148
600,0,55305,1,55305
400,0,55463,1,55463
800,0,55620,1,55620
200,0,55777,1,55777
600,0,55934,1,55934
400,0,56091,1,56091
800,0,56248,1,56248
200,0,56405,1,56405
600,0,56562,1,56562
400,0,56719,1,56719
800,0,56876,1,56876
200,0,57033,1,57033
600,0,57190,1,57190
800,0,57347,1,57347
200,0,57504,1,57504
400,0,57661,1,57661
800,0,57819,1,57819
200,0,57976,1,57976
600,0,58133,1,58133
800,0,58290,1,58290
400,0,58290,1,58290
200,0,58447,1,58447
800,0,58604,1,58604
600,0,58761,1,58761
400,0,58918,1,58918
800,0,59075,1,59075
200,0,59232,1,59232
600,0,59389,1,59389
400,0,59546,1,59546
800,0,59703,1,59703
200,0,59860,1,59860
600,0,60017,1,60017
400,0,60175,1,60175
800,0,60332,1,60332
200,0,60489,1,60489
600,0,60646,1,60646
400,0,60803,1,60803
800,0,60960,1,60960
200,0,61117,1,61117
600,0,61274,1,61274
400,0,61431,1,61431
800,0,61588,1,61588
200,0,61745,1,61745
600,0,61902,1,61902
400,0,62059,1,62059
800,0,62216,5,62216
200,0,62374,1,62374
600,0,62531,1,62531
800,0,62688,1,62688
200,0,62845,1,62845
400,0,63002,1,63002
800,0,63159,1,63159
200,0,63316,128,63944
600,0,63316,1,63316
600,0,63630,1,63630
800,0,63944,1,63944
400,0,64258,1,64258
600,0,64572,1,64572
800,0,64887,128,65358
200,0,64887,1,64887
400,0,65201,1,65201
600,0,65515,1,65515
200,0,65672,128,66457
800,0,65829,1,65829
400,0,66143,1,66143
600,0,66457,1,66457
200,0,66771,1,66771
800,0,67086,1,67086
400,0,67400,1,67400
600,0,67714,128,67871
200,0,68028,1,68028
400,0,68185,1,68185
800,0,68342,128,68970
600,0,68342,1,68342
200,0,68656,1,68656
600,0,68970,1,68970
200,0,69285,1,69285
800,0,69599,1,69599
400,0,69913,128,70384
800,0,70227,1,70227
600,0,70541,1,70541
200,0,70698,128,71483
400,0,70855,1,70855
800,0,71169,1,71169
400,0,71483,1,71483
800,0,71798,1,71798
200,0,72112,1,72112
600,0,72426,1,72426
400,0,72740,1,72740
800,0,73054,128,73368
200,0,73368,1,73368
400,0,73368,1,73368
800,0,73525,1,73525
200,0,73682,1,73682
600,0,73839,1,73839
200,0,73997,1,73997
600,0,74154,1,74154
800,0,74311,1,74311
200,0,74468,1,74468
400,0,74625,1,74625
600,0,74782,1,74782
200,0,74939,1,74939
800,0,75096,1,75096
400,0,75253,1,75253
800,0,75410,1,75410
400,0,75567,1,75567
600,0,75724,1,75724
200,0,75881,1,75881
400,0,76038,1,76038
800,0,76196,1,76196
600,0,76353,1,76353
200,0,76510,1,76510
800,0,76824,1,76824
400,0,76981,1,76981
600,0,77138,1,77138
200,0,77295,1,77295
800,0,77452,1,77452
400,0,77609,1,77609
600,0,77766,1,77766
200,0,77923,1,77923
800,0,78080,1,78080
400,0,78237,1,78237
600,0,78394,1,78394
800,0,78394,1,78394
200,0,78552,1,78552
600,0,78709,1,78709
200,0,78866,1,78866
800,0,79023,1,79023
400,0,79180,1,79180
600,0,79337,1,79337
200,0,79494,1,79494
400,0,79651,1,79651
600,0,79808,1,79808
800,0,79965,1,79965
200,0,80122,1,80122
400,0,80279,1,80279
800,0,80436,1,80436
400,0,80593,1,80593
600,0,80750,1,80750
200,0,80908,1,80908
400,0,81065,1,81065
800,0,81222,1,81222
200,0,81379,1,81379
600,0,81536,1,81536
400,0,81850,1,81850
800,0,82007,1,82007
200,0,82164,1,82164
600,0,82321,1,82321
400,0,82478,1,82478
800,0,82635,1,82635
200,0,82792,1,82792
600,0,82949,1,82949
400,0,83106,1,83106
800,0,83264,1,83264
600,0,83421,1,83421
200,0,83421,1,83421
800,0,105096,5,105096
600,0,105410,1,105410
400,0,105724,1,105724
200,0,106038,1,106038
600,0,106353,1,106353
800,0,106667,1,106667
200,0,106981,1,106981
400,0,107295,1,107295
800,0,107609,1,107609
600,0,107923,1,107923
200,0,108237,1,108237
800,0,108552,1,108552
400,0,108866,1,108866
600,0,109180,1,109180
200,0,109494,1,109494
400,0,109808,1,109808
800,0,110122,1,110122
600,0,110436,1,110436
200,0,110750,1,110750
800,0,111065,1,111065
400,0,111379,1,111379
200,0,111693,1,111693
600,0,112007,1,112007
800,0,112321,1,112321
200,0,112635,1,112635
400,0,112949,1,112949
600,0,113264,1,113264
800,0,113578,1,113578
200,0,113892,1,113892
400,0,114206,1,114206
800,0,114520,1,114520
600,0,114834,1,114834
200,0,115148,1,115148
800,0,115463,1,115463
400,0,115777,1,115777
200,0,116091,1,116091
600,0,116405,1,116405
800,0,116719,1,116719
200,0,117033,1,117033
400,0,117347,1,117347
800,0,117661,1,117661
200,0,117976,1,117976
600,0,118290,1,118290
400,0,118604,1,118604
200,0,118918,1,118918
800,0,119232,1,119232
600,0,119546,1,119546
200,0,119860,1,119860
400,0,120175,1,120175
600,0,120489,1,120489
800,0,120803,1,120803
200,0,121117,1,121117
400,0,121431,1,121431
800,0,121745,1,121745
600,0,122059,1,122059
200,0,122374,1,122374
800,0,122688,1,122688
400,0,123002,1,123002
200,0,123316,1,123316
800,0,123630,1,123630
600,0,123944,1,123944
200,0,124258,1,124258
400,0,124572,1,124572
600,0,124887,1,124887
800,0,125201,1,125201
400,0,125515,1,125515
600,0,125829,1,125829
800,0,126143,128,129913
200,0,129913,128,131169
800,0,131483,1,131483
600,0,131798,1,131798
400,0,132112,1,132112
200,0,132426,1,132426
800,0,132426,1,132426
600,0,132583,1,132583
200,0,132740,1,132740
400,0,132897,1,132897
800,0,133054,1,133054
200,0,133211,1,133211
600,0,133368,1,133368
800,0,133525,1,133525
400,0,133682,1,133682
200,0,133839,1,133839
600,0,133997,1,133997
400,0,134154,1,134154
800,0,134311,1,134311
200,0,134468,1,134468
600,0,134625,1,134625
200,0,134782,1,134782
600,0,134939,1,134939
400,0,135096,1,135096
200,0,135253,1,135253
800,0,135410,1,135410
600,0,135567,1,135567
200,0,135724,1,135724
400,0,135881,1,135881
800,0,136038,1,136038
200,0,136196,1,136196
600,0,136353,1,136353
800,0,136510,1,136510
400,0,136667,1,136667
400,0,136981,1,136981
800,0,137138,1,137138
600,0,137295,1,137295
400,0,137452,1,137452
200,0,137452,1,137452
800,0,137609,1,137609
200,0,137766,1,137766
600,0,137923,1,137923
400,0,138080,1,138080
800,0,138237,1,138237
200,0,138394,1,138394
600,0,138552,1,138552
200,0,138709,1,138709
800,0,138866,1,138866
400,0,139023,1,139023
200,0,139180,1,139180
800,0,139337,1,139337
600,0,139494,1,139494
200,0,139651,1,139651
400,0,139808,1,139808
600,0,139965,1,139965
800,0,140122,1,140122
400,0,140279,1,140279
200,0,140436,5,140436
800,0,140593,1,140593
600,0,140750,1,140750
200,0,140908,1,140908
800,0,141065,1,141065
400,0,141222,1,141222
800,0,141379,1,141379
200,0,141536,5,141536
600,0,141693,128,142478
800,0,142478,1,142478
200,0,142478,128,143106
600,0,142792,1,142792
800,0,143106,1,143106
400,0,143421,1,143421
600,0,143735,1,143735
200,0,144049,1,144049
800,0,144363,1,144363
400,0,144677,1,144677
800,0,144991,128,145620
200,0,145305,1,145305
600,0,145620,1,145620
400,0,145934,1,145934
800,0,146248,1,146248
400,0,146562,1,146562
800,0,146876,128,147190
200,0,147190,1,147190
400,0,147347,1,147347
600,0,147504,1,147504
800,0,147504,128,148133
200,0,147819,1,147819
600,0,148133,1,148133
200,0,148447,1,148447
800,0,148761,1,148761
400,0,149075,1,149075
600,0,149389,1,149389
200,0,149703,1,149703
800,0,150017,128,150646
400,0,150332,1,150332
200,0,150646,1,150646
600,0,150960,1,150960
200,0,151274,128,152531
800,0,151902,128,152531
400,0,152531,1,152531
600,0,152531,1,152531
200,0,152688,1,152688
800,0,152845,1,152845
400,0,153002,1,153002
800,0,153159,1,153159
400,0,153316,1,153316
200,0,153473,1,153473
800,0,153630,1,153630
600,0,153787,1,153787
400,0,153944,1,153944
800,0,154101,1,154101
200,0,154258,1,154258
600,0,154415,1,154415
200,0,154572,1,154572
600,0,154730,1,154730
400,0,154887,1,154887
800,0,155044,1,155044
600,0,155201,1,155201
400,0,155358,1,155358
200,0,155515,1,155515
800,0,155672,1,155672
600,0,155829,1,155829
200,0,155986,1,155986
600,0,156143,1,156143
400,0,156300,1,156300
800,0,156457,1,156457
200,0,156614,1,156614
600,0,156771,1,156771
400,0,156928,1,156928
800,0,157086,1,157086
200,0,157243,1,157243
600,0,157400,1,157400
400,0,157557,1,157557
200,0,157557,1,157557
800,0,157714,1,157714
400,0,157871,1,157871
800,0,158028,1,158028
200,0,158185,1,158185
600,0,158342,1,158342
800,0,158499,1,158499
400,0,158656,1,158656
600,0,158813,1,158813
200,0,158970,1,158970
400,0,159127,1,159127
800,0,159285,1,159285
600,0,159442,1,159442
200,0,159599,1,159599
600,0,159756,1,159756
200,0,159913,1,159913
800,0,160070,1,160070
400,0,160227,1,160227
600,0,160384,1,160384
800,0,160541,1,160541
400,0,160698,1,160698
200,0,160855,1,160855
600,0,161012,1,161012
200,0,161169,1,161169
400,0,161326,1,161326
800,0,161483,1,161483
600,0,161641,1,161641
200,0,161798,1,161798
400,0,161955,1,161955
600,0,162112,1,162112
800,0,162269,1,162269
200,0,162426,1,162426
800,0,162583,128,163211
400,0,162583,1,162583
400,0,162897,1,162897
200,0,163211,1,163211
600,0,163525,1,163525
800,0,163839,1,163839
400,0,164154,128,164625
800,0,164468,1,164468
600,0,164782,1,164782
200,0,164939,128,165724
400,0,165096,1,165096
800,0,165410,1,165410
600,0,165724,1,165724
200,0,166038,1,166038
800,0,166353,1,166353
400,0,166667,1,166667
800,0,166981,128,167138
200,0,167295,1,167295
400,0,167452,1,167452
800,0,167609,128,168237
600,0,167609,1,167609
200,0,167923,1,167923
600,0,168237,1,168237
200,0,168552,1,168552
800,0,168866,1,168866
400,0,169180,128,169651
800,0,169494,1,169494
600,0,169808,1,169808
800,0,169965,128,170750
200,0,170122,1,170122
400,0,170436,1,170436
600,0,170750,1,170750
200,0,171065,1,171065
800,0,171379,1,171379
400,0,171693,1,171693
600,0,172007,1,172007
800,0,172321,128,172635
400,0,172635,1,172635
