pos_x,pos_y,hit_time,type_note,end_time
600,0,40241,1,40241
800,0,40324,1,40324
200,0,40407,128,40741
400,0,40407,1,40407
600,0,40741,1,40741
800,0,40741,1,40741
400,0,40907,1,40907
200,0,41074,1,41074
600,0,41241,1,41241
200,0,41407,1,41407
800,0,41407,1,41407
400,0,41741,128,42074
600,0,42074,1,42074
800,0,42074,1,42074
200,0,42407,1,42407
400,0,42491,1,42491
600,0,42574,1,42574
800,0,42657,1,42657
200,0,42741,1,42741
600,0,42907,1,42907
200,0,43074,128,44407
400,0,43074,1,43074
400,0,44407,1,44407
800,0,44407,1,44407
600,0,45074,128,45407
200,0,45407,128,45741
400,0,45741,1,45741
800,0,45741,1,45741
600,0,45907,1,45907
200,0,46074,1,46074
400,0,46074,1,46074
800,0,46241,1,46241
200,0,46407,1,46407
600,0,46574,1,46574
200,0,46741,1,46741
400,0,46741,1,46741
800,0,46907,1,46907
400,0,47074,1,47074
600,0,47241,1,47241
200,0,47407,1,47407
800,0,47407,1,47407
600,0,47741,1,47741
400,0,47907,1,47907
200,0,48074,1,48074
800,0,48074,1,48074
600,0,48407,1,48407
400,0,48574,1,48574
200,0,48741,1,48741
600,0,48741,1,48741
400,0,49074,1,49074
600,0,49241,1,49241
400,0,49407,1,49407
800,0,49407,1,49407
200,0,49741,1,49741
400,0,49907,1,49907
600,0,50074,1,50074
800,0,50074,1,50074
800,0,50407,1,50407
600,0,50491,1,50491
400,0,50574,1,50574
200,0,50741,1,50741
400,0,50824,1,50824
600,0,50907,1,50907
200,0,51074,1,51074
400,0,51074,1,51074
600,0,51407,1,51407
800,0,51407,1,51407
400,0,51741,1,51741
600,0,51907,1,51907
400,0,52074,1,52074
800,0,52074,1,52074
600,0,52407,1,52407
400,0,52574,1,52574
200,0,52741,1,52741
600,0,52741,1,52741
800,0,53074,1,53074
600,0,53241,1,53241
200,0,53407,1,53407
400,0,53407,1,53407
600,0,53741,1,53741
800,0,53741,1,53741
400,0,53907,1,53907
200,0,54074,1,54074
800,0,54074,1,54074
400,0,54407,1,54407
600,0,54574,1,54574
200,0,54741,1,54741
800,0,54741,1,54741
600,0,55074,128,55241
400,0,55241,128,55407
800,0,55407,128,55574
200,0,55574,128,55741
800,0,55741,1,55741
600,0,55824,1,55824
400,0,55907,1,55907
200,0,56074,1,56074
400,0,56157,1,56157
600,0,56241,1,56241
200,0,56407,1,56407
800,0,56407,1,56407
400,0,56574,1,56574
600,0,56741,1,56741
800,0,56741,1,56741
200,0,56907,1,56907
600,0,57074,1,57074
400,0,57241,1,57241
600,0,57407,1,57407
800,0,57407,1,57407
200,0,57574,1,57574
800,0,57741,1,57741
400,0,57907,1,57907
200,0,58074,1,58074
600,0,58074,1,58074
400,0,58407,1,58407
600,0,58574,1,58574
200,0,58741,1,58741
800,0,58741,1,58741
400,0,59074,1,59074
600,0,59241,1,59241
400,0,59407,1,59407
800,0,59407,1,59407
600,0,59741,1,59741
400,0,59907,1,59907
200,0,60074,1,60074
600,0,60074,1,60074
800,0,60407,1,60407
600,0,60574,1,60574
200,0,60741,1,60741
400,0,60741,1,60741
800,0,61074,1,61074
200,0,61241,1,61241
800,0,61407,1,61407
600,0,61491,1,61491
400,0,61574,1,61574
200,0,61657,1,61657
600,0,61741,1,61741
800,0,61741,1,61741
200,0,62074,1,62074
400,0,62074,1,62074
600,0,62407,1,62407
400,0,62574,1,62574
200,0,62741,1,62741
600,0,62741,1,62741
400,0,63074,1,63074
600,0,63241,1,63241
400,0,63407,1,63407
800,0,63407,1,63407
200,0,63741,1,63741
400,0,63907,1,63907
600,0,64074,1,64074
800,0,64074,1,64074
200,0,64407,1,64407
400,0,64407,1,64407
600,0,64574,1,64574
200,0,64741,1,64741
800,0,64741,1,64741
600,0,65074,1,65074
400,0,65241,1,65241
200,0,65407,1,65407
800,0,65407,1,65407
400,0,65741,1,65741
600,0,65907,1,65907
200,0,66074,1,66074
800,0,66074,1,66074
400,0,66407,1,66407
600,0,66491,1,66491
800,0,66574,1,66574
200,0,66741,1,66741
400,0,66824,1,66824
600,0,66907,1,66907
200,0,67074,128,68407
400,0,67074,1,67074
600,0,68407,1,68407
800,0,68407,1,68407
200,0,69741,128,70074
400,0,69741,1,69741
600,0,70074,1,70074
800,0,70074,1,70074
400,0,70241,1,70241
200,0,70407,1,70407
800,0,70574,1,70574
200,0,70741,1,70741
600,0,70741,1,70741
400,0,70907,1,70907
800,0,71074,128,71407
200,0,71407,1,71407
400,0,71407,1,71407
600,0,71574,1,71574
800,0,71741,1,71741
200,0,71907,1,71907
400,0,72074,1,72074
800,0,72074,1,72074
600,0,72241,1,72241
400,0,72407,128,72741
600,0,72741,1,72741
800,0,72741,1,72741
200,0,72907,1,72907
400,0,73074,1,73074
600,0,73241,1,73241
200,0,73407,1,73407
800,0,73407,1,73407
400,0,73574,1,73574
600,0,73741,128,74074
200,0,74074,1,74074
400,0,74074,1,74074
800,0,74241,1,74241
600,0,74407,1,74407
400,0,74574,1,74574
200,0,74741,1,74741
800,0,74741,1,74741
600,0,74907,1,74907
200,0,75074,1,75074
400,0,75074,128,75407
600,0,75407,1,75407
800,0,75407,1,75407
200,0,75574,1,75574
400,0,75741,1,75741
800,0,75907,1,75907
200,0,76074,1,76074
600,0,76074,1,76074
400,0,76241,1,76241
600,0,76407,128,76741
200,0,76741,1,76741
400,0,76741,1,76741
800,0,76907,1,76907
600,0,77074,1,77074
200,0,77241,1,77241
400,0,77407,1,77407
800,0,77407,1,77407
600,0,77574,1,77574
200,0,77741,128,78074
600,0,78074,1,78074
800,0,78074,1,78074
400,0,78241,1,78241
200,0,78407,1,78407
600,0,78574,1,78574
200,0,78741,1,78741
800,0,78741,1,78741
600,0,79074,128,79241
400,0,79241,128,79407
800,0,79407,128,79574
200,0,79574,128,79741
400,0,79741,1,79741
600,0,79824,1,79824
800,0,79907,1,79907
600,0,80074,1,80074
400,0,80157,1,80157
200,0,80241,1,80241
600,0,80407,128,80662
800,0,80407,1,80407
400,0,80662,128,80918
600,0,80918,1,80918
200,0,81088,128,81352
800,0,81352,128,81617
600,0,81617,1,81617
200,0,81793,128,82050
800,0,82050,128,82307
200,0,82307,1,82307
400,0,82478,128,82744
600,0,82744,128,83010
800,0,83010,128,87803
200,0,87803,128,88158
